"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,52.2586980821985,6.51775291393459
"2",2022-03-08 00:00:05,1,303,100,50.6766632412498,6.27139455009026
"3",2022-03-08 00:00:10,1,303,100,52.0637166501267,6.14055580343611
"4",2022-03-08 00:00:15,1,303,100,50.5927068327959,6.60638998758346
"5",2022-03-08 00:00:20,1,303,100,47.5092949944152,6.56685959728591
"6",2022-03-08 00:00:25,1,303,100,50.4549881471853,6.92768664923174
"7",2022-03-08 00:00:30,1,303,100,49.7285572580014,6.46647618548533
"8",2022-03-08 00:00:35,1,303,100,50.9442587432284,6.61302340850522
"9",2022-03-08 00:00:40,1,303,100,49.2598386939023,6.40056141335917
"10",2022-03-08 00:00:45,1,303,100,48.2313071079388,6.25128516525626
"11",2022-03-08 00:00:50,1,303,100,50.0040451791581,6.8699010011113
"12",2022-03-08 00:00:55,1,303,100,49.5758744352318,6.27140563602969
"13",2022-03-08 00:01:00,1,303,100,51.3327057597763,6.64433550501066
"14",2022-03-08 00:01:05,1,303,100,49.0268020016291,6.69210941456945
"15",2022-03-08 00:01:10,1,303,100,51.4463269686797,6.76800042571702
"16",2022-03-08 00:01:15,1,303,100,51.2315328684919,6.14114932160983
"17",2022-03-08 00:01:20,1,303,100,47.8532865325056,5.88732942802078
"18",2022-03-08 00:01:25,1,303,100,49.1085387285141,6.27769400168026
"19",2022-03-08 00:01:30,1,303,100,49.1466438880758,6.42033965337243
"20",2022-03-08 00:01:35,1,303,100,47.3379915963547,5.81548520627285
"21",2022-03-08 00:01:40,1,303,100,50.5155151577087,7.37442758217324
"22",2022-03-08 00:01:45,1,303,100,48.7008194980241,7.06892250100962
"23",2022-03-08 00:01:50,1,303,100,51.6613826568127,6.48845236319496
"24",2022-03-08 00:01:55,1,303,100,51.6591646538308,6.74078673025359
"25",2022-03-08 00:02:00,1,303,100,48.1687222467721,6.77422454169525
"26",2022-03-08 00:02:05,1,303,100,50.4330894700683,6.50586194007755
"27",2022-03-08 00:02:10,1,303,100,49.4160927407285,6.10952239232542
"28",2022-03-08 00:02:15,1,303,100,50.9815855277204,5.84831683157127
"29",2022-03-08 00:02:20,1,303,100,50.3117603164887,6.19792635668099
"30",2022-03-08 00:02:25,1,303,100,50.4555144721259,6.46218130585461
"31",2022-03-08 00:02:30,1,303,100,47.9737769851581,5.89204926061038
"32",2022-03-08 00:02:35,1,303,100,50.6137632893276,6.60793289675679
"33",2022-03-08 00:02:40,1,303,100,49.8362266681176,6.79014690557737
"34",2022-03-08 00:02:45,1,303,100,48.9798498882807,6.6100981819861
"35",2022-03-08 00:02:50,1,303,100,52.2474191401593,6.28312346745363
"36",2022-03-08 00:02:55,1,303,100,47.4053161850063,6.88199755590766
"37",2022-03-08 00:03:00,1,303,100,51.2830180144536,5.99088849119413
"38",2022-03-08 00:03:05,1,303,100,51.1519409042018,6.80089754429413
"39",2022-03-08 00:03:10,1,303,100,48.9138816445922,6.10822957180765
"40",2022-03-08 00:03:15,1,303,100,50.701933242989,6.50429977158381
"41",2022-03-08 00:03:20,1,303,100,51.3633133642969,5.89568252297641
"42",2022-03-08 00:03:25,1,303,100,49.3709502127268,6.5189682342832
"43",2022-03-08 00:03:30,1,303,100,49.4108513155927,6.51804252848367
"44",2022-03-08 00:03:35,1,303,100,48.2003232490667,6.52178807563897
"45",2022-03-08 00:03:40,1,303,100,50.6628315417395,5.71207350374787
"46",2022-03-08 00:03:45,1,303,100,50.4192574318626,6.16165017734411
"47",2022-03-08 00:03:50,1,303,100,49.0859041260371,6.42519780326992
"48",2022-03-08 00:03:55,1,303,100,50.0425233906178,6.47438381634756
"49",2022-03-08 00:04:00,1,303,100,51.892883078551,6.41116368129261
"50",2022-03-08 00:04:05,1,303,100,52.6805522566857,6.34566115688146
"51",2022-03-08 00:04:10,1,303,100,48.4720320013271,7.11193803943655
"52",2022-03-08 00:04:15,1,303,100,50.3412041892869,6.35980436091511
"53",2022-03-08 00:04:20,1,303,100,51.3936458669021,6.66978739991053
"54",2022-03-08 00:04:25,1,303,100,49.0721959041085,6.09908737494488
"55",2022-03-08 00:04:30,1,303,100,49.9427067551652,7.11939649212271
"56",2022-03-08 00:04:35,1,303,100,50.2812273780356,7.24962996540567
"57",2022-03-08 00:04:40,1,303,100,49.6956582893712,6.78925975459506
"58",2022-03-08 00:04:45,1,303,100,49.4286001183586,6.02466730541768
"59",2022-03-08 00:04:50,1,303,100,50.6847210608943,6.1431338102843
"60",2022-03-08 00:04:55,1,303,100,52.3865685281644,6.53189096294268
